X,Y,ObjectId,Locationid,Permitid,Site_Name,Address1,City,Zip,County,Primarywaste_Type,Primaryoperation_Type,Permitstatus,Permitexpdate,Latitude,Longitude,Status
-8738767.9346,4260729.5584,274,P1061,9231-CDLF-,Brownfield Road C&D Landfill,2600 Brownfield Road,Raleigh,27610,Wake,CD,LF,Post-Closure,1/28/2016,35.709553,-78.501688,Open
-8738767.9346,4260729.5584,275,P1061,9231-CDLF-2012,Brownfield Road C&D Landfill,2600 Brownfield Road,Raleigh,27610,Wake,CD,LF,Active,10/1/2063,35.709553,-78.501688,Open
-8777395.0186,4257409.7517,276,P1062,9230-CDLF-2014,"Greenway Waste Solutions of Apex, LLC",5940 Old Smithfield Road,Apex,27502,Wake,CD,LF,Active,12/10/2062,35.685334,-78.848681,Open
-8655192.9344,4299922.532,277,P1065,33G-LCID-,"Rocky Mount, City of LCID Landfill",3873 Old Battleboro Road,Rocky Mount,27801,Edgecombe,LCID,LF,Active,11/4/2015,35.994921,-77.750921,Closed
-8896846.3982,4293941.784,278,P1067,4116-CDLF-,High Point C&D Debris Landfill,5830 Riverdale Drive,Jamestown,27282,Guilford,CD,LF,Post-Closure,-,35.951441,-79.921731,Open
-8896846.3982,4293941.784,279,P1067,4116-CDLF-2012,High Point C&D Debris Landfill,5830 Riverdale Drive,Jamestown,27282,Guilford,CD,LF,Active,2/10/2064,35.951441,-79.921731,Open
-8861602.6475,4320555.9689,280,P1068,41Q-LCID-,High Rock LCID Landfill,3802 High Rock Road,Gibsonville,27249,Guilford,LCID,LF,InactiveClosed,-,36.144742,-79.605131,Open
-8895265.6615,4331716.8449,281,P1071,41I-LCID-,"Winfree Road Landfill, Inc.",7965 Winfree Road,Summerfield,27358,Guilford,LCID,LF,Active,5/9/2021,36.225663,-79.907531,Open
-9051260.8922,4245193.5797,282,P1074,1803-CDLF-,Blackburn Resource Recovery C&D Facility,3993 Rocky Ford Road,Newton,28658,Catawba,CD,LF,Active,2/22/2062,35.59615,-81.30886,Open
-8888813.5838,4300388.6955,283,P1087,41R-LCID-2011,Viewmont Sandrock Mine and Landfill,4048 Viewmont Road,Greensboro,27406,Guilford,LCID,LF,Active,8/1/2022,35.998309,-79.849571,Open
-8956341.3227,4314670.4666,284,P1096,34BB-LCID-,Myers LCID Landfill,7775 Shallowford Road,Lewisville,27023,Forsyth,LCID,LF,InactiveClosed,-,36.102036,-80.456183,Closed
-8874072.1002,4316534.3357,285,P1097,41S-LCID-,"D & D Grading, Inc. ",1411 Rankin Mill Road,McCleansville,27301,Guilford,LCID,LF,Active,4/19/2021,36.115563,-79.717146,Open
-9292736.9127,4221990.3099,286,P1098,87A-LCID-,Swain County LCID,1422 US Hwy 19 South,Bryson City,28713,Swain,LCID,LF,Active,12/2/2021,35.426481,-83.478076,Open
-8961096.6687,4171771.4842,287,P1100,9013-LCID-,"Griffin Farm LCID Landfill, Inc.",4242 Morgan Mill Road,Monroe,28110,Union,LCID,LF,Active,6/10/2020,35.058041,-80.498901,Open
-8967732.0896,4267161.7696,288,P1101,8003-CDLF-,Rowan County C&D Unit,789 Campbell Road,Woodleaf,27054,Rowan,CD,LF,Post-Closure,-,35.756457,-80.558508,Closed
-9240244.7634,4254143.9765,289,P1102,4407-CDLF-,Haywood County C&D Unit,3878 Fines Creek Road,Waynesville,28785,Haywood,CD,LF,InactiveClosed,-,35.661502,-83.006531,Open
-8650659.7821,4204024.9425,290,P1103,5409-MSWLF-,Lenoir County Landfill,2949 Hodges Farm Road,LaGrange,28551,Lenoir,MSW,LF,Active,2/18/2020,35.294867,-77.710199,Open
-9157560.8758,4247996.1604,291,P1107,56A-LCID-,Ridgecrest Conference Center LCID,One Ridgecrest Drive,Ridgecrest,28770,McDowell,LCID,LF,InactiveClosed,5/3/2009,35.616619,-82.263769,Closed
-8666997.2532,4261790.4533,292,P1109,9809-CDLF-,Wilson County Westside C & D Landfill,2400 NC Hwy 42 East,Wilson,27893,Wilson,CD,LF,Active,1/25/2021,35.717291,-77.856961,Open
-9122995.6173,4211149.764,293,P1110,8105-MSWLF-,Rutherford County MSW Landfill,656 Laurel Hill Drive,Rutherfordton,28139,Rutherford,MSW,LF,Active,-,35.347089,-81.953264,Closed
-8884495.5007,4330472.2072,294,P1115,419018-LCID-,James W. Hilton,7835 Sutter Road,Greensboro,27455,Guilford,LCID,LF,InactiveClosed,-,36.216643,-79.810781,Closed
-8896492.4023,4324622.2621,295,P1116,418815-LCID-,Bobby S. Sizemore Demolition Landfill,5148 Bunch Road,Summerfield,27358,Guilford,LCID,LF,InactiveClosed,-,36.174234,-79.918551,Closed
-8870280.0018,4322800.8446,296,P1117,418814-LCID-,Billy J. Coley,4925 O'Ferrel Farm Road,Mcleansville,27301,Guilford,LCID,LF,InactiveClosed,-,36.161025,-79.683081,Closed
-8554564.5675,4146900.4428,297,P1126,25I-LCID-,Cieszko LCID,1090 NC Hwy 101,Havelock,28532,Craven,LCID,LF,Active,5/8/2021,34.874951,-76.846961,Closed
-8912950.989,4337588.4482,298,P1131,8504-INDUS-2007,"Duke Energy Carolinas-Belews Creek, Craig Road Landfill",3191 Pine Hall Road,Walnut Cove,27009,Stokes,Indus,LF,Active,11/5/2012,36.268201,-80.066401,Open
-8911815.5302,4338403.0893,299,P1132,8505-INDUS-2008,"Duke Energy Carolinas-Belews Creek, Craig Road Landfill, FGD",3195 Pine Hall Road,Belews Creek,27009,Stokes,Indus,LF,Active,1/24/2013,36.274101,-80.056201,Open
-9032184.405,4205316.6247,300,P1137,3603-MSWLF-,Gaston County - Auten Road,Monterey Park Drive,Gastonia,28054,Gaston,MSW,LF,Post-Closure,,35.304337,-81.137493,Closed
-9090728.7724,4268664.2252,301,P1138,1201-MSWLF-,Burke County MSWLF (Kirsey Drive),Gravel Pir Road,Morganton,28655,Burke,MSW,LF,Post-Closure,,35.767409,-81.663406,Closed
-9049207.2702,4209565.2387,302,P1139,3602-MSWLF-,Gaston County MSWLF - Biggerstaff,Biggerstaff Landfill Road,Bessemer City,28016,Gaston,MSW,LF,Post-Closure,,35.335478,-81.290412,Closed
-9011250.5521,4220041.4419,303,P1141,6004-MSWLF-,"Duke Energy Carolinas-McGuire Nuclear Station MSWLF
Duke Energy Carolinas-McGuire Nuclear Station MSWLF
Duke Energy Carolinas-McGuire Nuclear Station MSWLF
Duke Energy Carolinas-McGuire Nuclear Station MSWLF
",NC Hwy 73,Huntersville,28078,Mecklenburg,MSW,LF,Post-Closure,,35.412214,-80.949441,Closed
-8887950.8577,4351391.8145,304,P1142,7901-MSWLF-,Rockingham County MSWLF (Area 5),Shuff Road,Madison,27025,Rockingham,MSW,LF,Post-Closure,,36.368111,-79.841821,Closed
-9021272.6459,4206708.5917,305,P1143,3601-MSWLF-,Gaston County MSWLF - Cramerton,Noles Drive,Mount Holly,28120,Gaston,MSW,LF,Post-Closure,,35.314541,-81.039471,Closed
-9051386.5719,4230088.9064,306,P1144,5502-MSWLF-,Lincoln County MSWLF - Owls Den,Owls Den Road,Lincolnton,28092,Lincoln,MSW,LF,Post-Closure,,35.485741,-81.309989,Closed
-8803362.4049,4296027.9316,307,P1145,6801-MSWLF-1993,Orange County MSWLF,Eubanks Road,Chapel Hill,27516,Orange,MSW,LF,Post-Closure,,35.96661,-79.08195,Closed
-8620102.8045,4245496.2716,308,P1146,7401-MSWLF-,Pitt County MSWLF (closed 0500n),Landfill Road,Greenville,27834,Pitt,MSW,LF,Post-Closure,,35.598361,-77.435701,Closed
-8733293.576,4159344.6376,309,P1147,8201-MSWLF-,Sampson County Landfill,7434 Roseboro Hwy,Roseboro,28382,Sampson,MSW,LF,Post-Closure,,34.966611,-78.452511,Closed
-8546801.1462,4279294.0554,310,P1148,9401-INDUS-,Weyerhaeuser,Sandhill Road,Plymouth,27962,Washington,Indus,LF,InactiveClosed,,35.844851,-76.777221,Closed
-8976144.8375,4326940.2596,311,P1149,9901-MSWLF-,Yadkin County MSWLF (31.8),Sizemore Road,Yadkinville,27055,Yadkin,MSW,LF,Post-Closure,,36.191041,-80.634081,Closed
-8777728.1979,4255999.5604,312,P1150,9222-MSWLF-2008,Wake County South Wake MSWLF,6300 Smithfield Road,Apex,27520,Wake,MSW,LF,Active,1/28/2068,35.675044,-78.851674,Open
-9033445.5435,4368629.5032,313,P0005,0302-MSWLF-1981,Alleghany County Landfill,Osborne Road (S.R. 1138),Sparta,28675,Alleghany,MSW,LF,Post-Closure,-,36.492699,-81.148822,Closed
-9013183.0585,4245816.6329,314,P1151,1809-INDUS-2006,Duke Energy Carolinas-Marshall FGD,8320 East NC Highway 150,Terrell,28682,Catawba,Indus,LF,Post-Closure,,35.600701,-80.966801,Open
-8730215.5921,4234219.7665,315,P1165,5103-CDLF-,Johnston County C & D Landfill,680 County Home Road,Smithfield,27577,Johnston,CD,LF,Active,12/22/2058,35.515951,-78.424861,Open
-8963985.7435,4228216.3787,316,P1166,1302-MSWLF-,Cabarrus County Landfill Units 2 & 3,4441 Irish Potato Road,Concord,28025,Cabarrus,MSW,LF,Post-Closure,,35.472043,-80.524854,Closed
-8730526.1734,4234247.1193,317,P1167,5103-MSWLF-,Johnston County Landfill,680 County Home Road,Smithfield,27577,Johnston,MSW,LF,Active,8/6/2057,35.516151,-78.427651,Open
-8915517.6825,4189914.3917,318,P1169,8401-MSWLF-,"Albemarle, City of Landfill",40592B Stony Gap Road,Albemarle,28001,Stanly,MSW,LF,Post-Closure,,35.191343,-80.089458,Closed
-8803988.0205,4296250.7491,319,P1170,6804-CDLF-2005,Orange County CDLF,1514 Eubanks Road,Chapel Hill,27516,Orange,CD,LF,Active,6/1/2066,35.96823,-79.08757,Open
-9017769.4215,4188778.1421,320,P1172,3612-INDUS-2008,Duke Energy Carolinas  - Allen ,253 Plant Allen Road,Belmont,28012,Gaston,Indus,LF,Active,12/9/2069,35.183001,-81.008001,Open
-8826968.5935,4291837.7511,321,P0563,0104-CDLF-1993,Alamance County Austin Quarter Road SW Mgmt. Facility,2701 Austin Quarter Road,Graham,27253,Alamance,CD,LF,Active,12/16/2020,35.936139,-79.294008,Open
-8942867.5455,4321063.4137,322,P0250,34Z-DEMO-,C.T. Long,4379 Shattalon Drive,Winston-Salem,27106,Forsyth,CD,LF,InactiveClosed,-,36.148423,-80.335146,Closed
-9012425.9746,4244351.6722,323,P1177,1812-INDUS-2008,"Duke Energy Carolinas-Marshall, Industrial
Duke Energy Carolinas-Marshall, Industrial
",8320 East NC Hwy 150,Terrell,28682,Catawba,Indus,LF,Active,3/7/2071,35.59,-80.96,Open
-9102160.3935,4192115.5772,324,P1178,8106-INDUS-2009,"Duke Energy Carolinas - Rogers
Duke Energy Carolinas - Rogers
",573 Duke Power Road,Mooresboro,28114,Rutherford,Indus,LF,Active,9/7/2070,35.207501,-81.766098,Open
-8731857.7772,4272661.0346,325,P1187,9202-MSWLF-1981,Wake County Knightdale Landfill,712 Three Sisters Rd,Knightdale,27545,Wake,MSW,LF,Post-Closure,,35.796536,-78.439613,Closed
-8591868.8421,4248761.9323,326,P1193,7407-CDLF-2009,C & D Landfill Inc,802 Recycling Lane,Greenville,27834,Pitt,CD,LF,Active,7/21/2019,35.622211,-77.182071,Open
-8755390.7175,4214006.3333,327,P1196,4302-LCID-,Harnett County Dunn-Erwin LCID Landfill,449 Daniels Rd,Dunn,27546,Harnett,LCID,LF,Active,5/26/2020,35.368017,-78.651013,Open
-8797594.0516,4273371.439,328,P1198,1909-LCID-2010,Stone Landfill LCID,52 Rock Hill Drive,Chapel Hill,27517,Chatham,LCID,LF,Active,5/28/2015,35.801712,-79.030132,Open
-8925800.4865,4279824.7068,329,P1203,2906-MSWLF-2008,Davidson County MSW Lined Landfill,220 Davidson County Landfill Road,Lexington,27292,Davidson,MSW,LF,Active,12/8/2068,35.848715,-80.18183,Open
-8786358.464,4180091.9059,330,P1205,2612-LCID-2008,Highland LCID Landfill,6020 Murchison Road,Fayetteville,28311,Cumberland,LCID,LF,Active,10/2/2020,35.119201,-78.929201,Open
-8696772.8793,4202336.9812,331,P1206,43F-LCID-2010,Weeks Sandpit #2 LCID,20796 Hwy 24-27,Cameron,28326,Harnett,LCID,LF,Active,9/17/2020,35.28249,-78.12444,Open
-8739252.397,4281823.8081,332,P1218,92V-LCID-,Carolina Tree Debris,1417 Old Watkins Rd,Raleigh,27616,Wake,LCID,LF,Active,5/26/2022,35.86327,-78.50604,Open
-8971756.5119,4369787.3023,333,P1219,8601-DEMO-,"Duke Energy Carolinas-Belews Creek FGD Residue Landfill
Duke Energy Carolinas-Belews Creek FGD Residue Landfill
",City View Drive,Mount Airy,27030,Surry,MSW,LF,InactiveClosed,,36.50106,-80.59466,Closed
-8601325.2102,4132016.4686,334,P1234,67F-LCID-2012,Rocky Run Inert Debris,3121 New Bern Highway,Jacksonville,28546,Onslow,LCID,LF,Active,3/12/2017,34.765186,-77.267019,Open
-8785690.4358,4374239.0904,335,P1238,7305-INDUS-2012,Duke Energy Progress - Mayo ,10660 Boston Road,Roxboro,27574,Person,Indus,LF,Active,7/10/2064,36.5332,-78.9232,Open
-8780736.7184,4160511.4336,336,P1240,26M-LCID-2012,"Autry Grading, Inc., LCID Landfill",5124 US Highway 301 South,Hope Mills,28348,Cumberland,LCID,LF,Active,1/17/2023,34.9752,-78.8787,Open
-8598926.3865,4154433.589,337,P1246,5203-CDLF-2013,Maysville C & D,11710 Highway 17,Maysville,28555,Jones,CD,LF,Active,4/6/2075,34.93045,-77.24547,Open
-8925794.9205,4297696.423,338,P1252,2909-LCID-2013,"Veach Landfill, L.L.C.",4261 Old Thomasville Road,Winston-Salem,27107,Davidson,LCID,LF,Active,6/28/2023,35.97874,-80.18178,Open
-8879206.7117,4266708.275,339,P1261,7607-MSWLF-2015,Great Oak Landfill,3597 Old Cedar Falls,Randleman,27317,Randolph,MSW,LF,Active,12/12/2076,35.753151,-79.763271,Open
-8589796.0732,4185499.9896,340,P1263,2513-LCID-2013,Craven LCID Landfill,356 Sanders Lane,New  Bern,28562,Craven,LCID,LF,Active,11/6/2023,35.158929,-77.163451,Open
-8834210.5943,4320421.8398,341,P1271,0107-LCID-2014,Key Properties LCID Landfill,2380 Sandy Cross Road,Burlington,27217,Alamance,LCID,LF,Active,8/10/2022,36.143769,-79.359064,Open
-8680983.3227,4068051.2595,342,P1297,6512-INDUS-2016,Duke Energy Progress - Sutton Energy Complex,801 Sutton Steam Plant Road,Wilmington,28401,New Hanover,Indus,LF,Active,9/21/2026,34.2918,-77.9826,Open
-8873888.8683,4368920.4298,343,P1298,7906-INDUS-2016,Duke Energy Carolinas-Dan River ,900 South Edgewood Road,Eden,27288,Rockingham,Indus,LF,Active,,36.4948,-79.7155,Closed
-8652641.3804,4209500.012,344,P1303,5410-LCID-2016,Everett's Land Clearing and Inert Debris Pit,4010 Aldridge Store Road,Kinston,28504,Lenoir,LCID,LF,Active,11/29/2021,35.335,-77.728,Open
-9188533.4091,4228073.8128,345,P1314,1119-INDUS-2020,"Duke Energy Progress - Asheville
",46 Duke Energy Lane ,Arden,28704,Buncombe,Indus,LF,Active,2/7/2080,35.471,-82.542,Open
-8683183.9977,4307971.895,346,P1343,6403-LCID-2020,Nash County LCID,3057 Duke Road,Nashville,27856,Nash,CD,LF,Active,,36.053402,-78.002369,Open
8813936.6434,4168071.6076,347,P1346,4703-LCID-2020,401 Sand Company LCID Site,3169 Doc Brown Road,Raeford,28376,Hoke,LCID,LF,Active,9/3/2025,35.03083,-79.17694,Open
-8930478.4654,4326756.258,348,P0251,34AA-DEMO-,Dennis Hix,1312 Old Hollow Road,Winston-Salem,27105,Forsyth,CD,LF,InactiveClosed,-,36.189707,-80.223853,Closed
-8941036.8965,4303759.6211,349,P0252,34BB-DEMO-,Susan Cason,2081 Evans Road,Winston-Salem,27127,Forsyth,CD,LF,InactiveClosed,-,36.022804,-80.318701,Closed
-8928939.2508,4312037.7316,350,P0259,34II-DEMO-,Alvin Oliver,1540 East Sedgfield Drive,Winston-Salem,27107,Forsyth,CD,LF,InactiveClosed,-,36.082925,-80.210026,Closed
-8914464.8227,4304750.1113,351,P0260,34JJ-DEMO-,Richard Idol,Idlewild Road,Kernersville,27284,Forsyth,CD,LF,InactiveClosed,-,36.03,-80.08,Closed
-8929534.2535,4321938.5741,352,P0261,34KK-DEMO-,Charlie Brown,1549 Mt. Pleasant,Winston-Salem,27107,Forsyth,CD,LF,InactiveClosed,-,36.154771,-80.215371,Closed
-8928736.7607,4311212.8175,353,P0262,34LL-DEMO-,Richard Brown,1529 Pleasant Street,Winston-Salem,27107,Forsyth,CD,LF,InactiveClosed,-,36.076936,-80.208207,Closed
-8928736.7607,4311212.8175,354,P0263,34MM-DEMO-,Streeter McCoy,1535 Pleasant Street,Winston-Salem,27107,Forsyth,CD,LF,InactiveClosed,-,36.076936,-80.208207,Closed
-8941056.2661,4313864.6392,355,P0264,34OO-DEMO-,Gordon Manor Development,Verita Court,Winston-Salem,27104,Forsyth,CD,LF,InactiveClosed,-,36.096187,-80.318875,Closed
-8947853.7682,4310804.5847,356,P0265,34PP-DEMO-,John S. Wooten,530 Marty Lane,Clemmons,27012,Forsyth,CD,LF,InactiveClosed,-,36.073972,-80.379938,Closed
-8928736.7607,4311212.8175,357,P0266,34QQ-DEMO-,Frank C. Scriven,1523 Pleasant Street,Winston-Salem,27107,Forsyth,CD,LF,InactiveClosed,-,36.076936,-80.208207,Closed
-8921241.1741,4313865.6036,358,P0267,34RR-DEMO-,Francis L. Manuel,311 Sedge Garden Road,Kernersville,27284,Forsyth,CD,LF,InactiveClosed,-,36.096194,-80.140873,Closed
-8950957.4669,4316944.3005,359,P0268,34TT-DEMO-,James Hamby,Lewisville-Vienna Road,Lewisville,27023,Forsyth,CD,LF,InactiveClosed,-,36.118538,-80.407819,Closed
-8931569.6191,4307655.484,360,P0269,34UU-DEMO-,Douglas Battery,Starlight Drive,Winston-Salem,27107,Forsyth,CD,LF,InactiveClosed,-,36.051104,-80.233655,Closed
-8918629.7302,4331770.9388,361,P0270,34VV-DEMO-,Howard M. Taylor,6304 Pine Hall Road,Walnut Cove,27052,Forsyth,CD,LF,InactiveClosed,-,36.226055,-80.117414,Closed
-8920689.0294,4316802.2235,362,P0272,34XX-DEMO-,Robert M. Russell,Gerry Drive,Kernersville,27284,Forsyth,CD,LF,InactiveClosed,-,36.117507,-80.135913,Closed
-8931040.9628,4321427.7796,363,P0274,34ZZ-DEMO-,Bob Chambers,Grove Avenue,Forsyth,27105,Forsyth,CD,LF,InactiveClosed,-,36.151066,-80.228906,Closed
-8711008.1932,4313531.8,364,P0275,35A-DEMO-,Louisburg Lodge #2256,Moose Loop Road (S.R. 1491),Louisburg,27549,Franklin,CD,LF,InactiveClosed,-,36.093771,-78.252318,Closed
-8901055.8335,4315132.9936,365,P0276,41A-DEMO-,G.W. Emory,N. Regional Road,Greensboro,27409,Guilford,CD,LF,InactiveClosed,-,36.105393,-79.959545,Closed
-8889778.7238,4301427.8666,366,P0277,41B-DEMO-,David H. Griffin,Wiley Davis Road,Greensboro,27407,Guilford,CD,LF,Post-Closure,-,36.005861,-79.858241,Closed
-8767370.2532,4219165.8135,367,P0278,43A-DEMO-,Campbell University,U.S. Hwy 421,Buies Creek,27506,Harnett,CD,LF,InactiveClosed,-,35.405803,-78.758627,Closed
-8494948.5274,4217612.7723,368,P0279,48A-DEMO-,Hyde County Demo Landfill,Credle Road (S.R. 1127),Swan Quarter,27885,Hyde,CD,LF,InactiveClosed,-,35.394431,-76.311421,Closed
-8513748.497,4243995.4895,369,P0280,48B-DEMO-,Hyde County Demo Landfill,Hwy 45  (Ponzer Road),Ponzer,27875,Hyde,CD,LF,InactiveClosed,-,35.587398,-76.480304,Closed
-8721921.1768,4233958.0036,370,P0281,51A-DEMO-,T.W. Shirley,Hwy 70,Smithfield,27577,Johnston,CD,LF,InactiveClosed,-,35.514037,-78.350351,Closed
-8721859.9511,4233926.8222,371,P0282,51B-DEMO-,Sherri Blackmon,U.S. Highway 70 Bus.,Smithfield,27577,Johnston,CD,LF,InactiveClosed,-,35.513809,-78.349801,Closed
-8722030.0473,4233820.9703,372,P0283,51C-DEMO-,Jimmy Flowers,U.S. Highway 70 W.,Smithfield,27577,Johnston,CD,LF,InactiveClosed,-,35.513035,-78.351329,Closed
-8722481.7817,4233968.1239,373,P0284,51D-DEMO-,Wallace Demo Landfill,U.S. Highway 70,Smithfield,27577,Johnston,CD,LF,InactiveClosed,-,35.514111,-78.355387,Closed
-8635389.9763,4197307.7671,374,P0285,54A-DEMO-1981,Duke Energy Carolinas - Old Plank Road,S.E. of Kinston,Kinston,28501,Lenoir,CD,LF,InactiveClosed,-,35.245602,-77.573028,Closed
-8802915.6798,4296956.5056,375,P0569,6801-CDLF-1993,Orange County C&D Landfill,1514 Eubanks Road,Chapel Hill,27516,Orange,CD,LF,Post-Closure,-,35.973361,-79.077937,Open
-9000848.6363,4169824.2418,376,P0287,60AF-LCID-,Big Pineville AME Zion Church,Providence Road,Charlotte,28277,Mecklenburg,LCID,LF,InactiveClosed,-,35.043721,-80.855999,Closed
-9016397.1861,4194910.8068,377,P0288,60AH-LCID-,Duke Energy Carolinas - Training Center,5001 Amos Smith Road,Pineville,28214,Mecklenburg,LCID,LF,InactiveClosed,-,35.228015,-80.995674,Open
-8996453.0748,4217690.0641,378,P0289,60AL-DEMO-1988,North Mecklenburg,Holbrook Road,Huntersville,28078,Mecklenburg,CD,LF,InactiveClosed,-,35.394997,-80.816513,Closed
-9007369.5094,4207227.8278,379,P0290,60AM-LCID-,"Ronald J. Brewer Grading, Inc.",3015 Kelly Road,Charlotte,28216,Mecklenburg,LCID,LF,Active,1/16/2020,35.318347,-80.914577,Open
-9010778.3348,4178103.1984,380,P0291,60A-LCID-,Carowinds,Catawba Service Road,Charlotte,28273,Mecklenburg,LCID,LF,InactiveClosed,-,35.104587,-80.945199,Closed
-8979529.0613,4191838.4637,381,P0292,60B-DEMO-,Don Misenheimer Rubble Site,10700 Albemarle Road,Charlotte,28227,Mecklenburg,CD,LF,InactiveClosed,-,35.205467,-80.664482,Closed
-9011878.1714,4187156.5119,382,P0293,60C-LCID-,Don R. Robertson Demo Landfill,Shopton Road,Charlotte,28217,Mecklenburg,LCID,LF,InactiveClosed,-,35.171094,-80.955079,Closed
-9007153.6609,4206941.4673,383,P0294,60D-DEMO-,James Bailey,Kelly Road,Charlotte,28216,Mecklenburg,CD,LF,InactiveClosed,-,35.316248,-80.912638,Closed
-9007379.1942,4207238.8786,384,P0295,60E-LCID-,Terry Love,Kelly Road,Charlotte,28216,Mecklenburg,LCID,LF,InactiveClosed,-,35.318428,-80.914664,Closed
-9010774.3273,4178261.177,385,P0296,60F-LCID-,Carowinds,Catawba Service Road,Pineville,28273,Mecklenburg,LCID,LF,InactiveClosed,-,35.105748,-80.945163,Closed
-9017789.5703,4173490.5629,386,P0298,60H-LCID-,Thomas Road Demo Landfill,Thomas Road,Charlotte,28278,Mecklenburg,LCID,LF,InactiveClosed,-,35.070681,-81.008182,Closed
-8988634.1051,4192871.2033,387,P0299,60I-LCID-,F.T. Williams,Palmer Drive,Charlotte,28212,Mecklenburg,LCID,LF,InactiveClosed,-,35.213047,-80.746274,Closed
-9005132.4329,4201510.3467,388,P0300,60L-LCID-,Salem Baptist Church,5318 Salem Church Road,Charlotte,28216,Mecklenburg,LCID,LF,InactiveClosed,-,35.276428,-80.894481,Closed
-8994629.5503,4210000.957,389,P0301,60M-LCID-,Blythe Industries Incorporated,4300 David Cox Road,Charlotte,28269,Mecklenburg,LCID,LF,InactiveClosed,-,35.338671,-80.800132,Closed
-8991190.8912,4220741.4757,390,P0302,60AN-LCID,"Metrolina Greenhouses, Inc.",16400 Huntersville-Concord Road,Huntersville,28078,Mecklenburg,LCID,LF,Active,7/31/2019,35.417339,-80.769242,Open
-9006657.8439,4208665.4727,391,P0303,60O-LCID-,"F.T.  Williams Co., Inc.",Oakdale Road,Charlotte,28216,Mecklenburg,LCID,LF,InactiveClosed,-,35.328884,-80.908184,Closed
-8994341.7894,4208244.8156,392,P0304,60P-LCID-,Champion Contracting,Hubbard Road,Charlotte,28269,Mecklenburg,LCID,LF,InactiveClosed,-,35.325801,-80.797547,Closed
-8996734.4905,4215695.1259,393,P0305,60Q-LCID-,Piedmont Grading & Wrecking,11898 Everette Keith Road,Huntersville,28078,Mecklenburg,LCID,LF,Active,3/3/2023,35.380387,-80.819041,Open
-9002878.7698,4192919.4365,394,P0306,60R-LCID-,Weiss Brothers Construction,Remont Road,Charlotte,28203,Mecklenburg,LCID,LF,InactiveClosed,-,35.213401,-80.874236,Closed
-8985935.7207,4210369.4138,395,P0307,60S-LCID-,Kenneth C. Reeves,2323 Salome Church Road,Charlotte,28262,Mecklenburg,LCID,LF,Active,12/14/2022,35.341371,-80.722034,Open
-8990422.3414,4174401.0753,396,P0308,60T-LCID-,Harry Grimmer,Providence Plant.,Charlotte,28270,Mecklenburg,LCID,LF,InactiveClosed,-,35.077375,-80.762338,Closed
-8997464.7464,4210244.41,397,P0309,60U-LCID-,Florida Steel Corporation,6601 Lakeview Road,Charlotte,28269,Mecklenburg,LCID,LF,InactiveClosed,-,35.340455,-80.825601,Closed
-8978529.8576,4197527.6315,398,P0310,60V-LCID-,"F.T. Williams Company, Inc.",Harrisburg Road,Mint Hill,28215,Mecklenburg,LCID,LF,InactiveClosed,-,35.247215,-80.655506,Closed
-8983942.4339,4198149.0821,399,P0311,60W-LCID-,J.C. Teeter,Plaza Road Extention,Charlotte,28215,Mecklenburg,LCID,LF,InactiveClosed,-,35.251774,-80.704128,Closed
-9002448.0747,4171658.067,400,P0312,60X-LCID-,The Park Ministries Inc.,13733 Lancaster Highway,Pineville,28134,Mecklenburg,LCID,LF,InactiveClosed,-,35.057207,-80.870367,Closed
-9004711.9792,4172219.0446,401,P0313,60Y-LCID-,Garfield Blackwell,Dorman Road,Pineville,28134,Mecklenburg,LCID,LF,InactiveClosed,-,35.061332,-80.890704,Closed
-8971654.2092,4194394.1934,402,P0314,60Z-LCID-,Chambers Demo Landfill,10506 Coble Road,Charlotte,28227,Mecklenburg,LCID,LF,InactiveClosed,-,35.224224,-80.593741,Closed
-8972193.4409,4194718.2493,403,P0315,60Z1-LCID-,Chambers,Coble Road,Charlotte,28227,Mecklenburg,LCID,LF,InactiveClosed,-,35.226602,-80.598585,Closed
-9017457.7269,4201958.5653,404,P0316,60AA-LCID-,Sandoz,Mt. Holly Road / Blacksnake Road (S.R. 1606),Charlotte,28214,Mecklenburg,LCID,LF,InactiveClosed,-,35.279715,-81.005201,Closed
-8986987.9125,4207645.3081,405,P0317,60AB-LCID-,Blythe Construction Company,Mallard Creed Church Road,Charlotte,28262,Mecklenburg,LCID,LF,InactiveClosed,-,35.321407,-80.731486,Closed
-9011443.3575,4187278.3949,406,P0319,60AD-LCID-,Bickel Demolition Landfill,Shopton Road,Charlotte,28217,Mecklenburg,LCID,LF,InactiveClosed,-,35.171989,-80.951173,Closed
-9010098.0614,4189969.0142,407,P0320,60AE-LCID-,Maria Ricciardi,Timberley Place,Charlotte,28217,Mecklenburg,LCID,LF,InactiveClosed,-,35.191744,-80.939088,Closed
-9016790.3666,4185767.8215,408,P0321,60AG-LCID-,Bickel Demolition Landfill,Rock Island Road,Charlotte,28278,Mecklenburg,LCID,LF,InactiveClosed,-,35.160896,-80.999206,Closed
-8998869.1531,4220655.9667,409,P0322,60AI-LCID-,Magla Products,Church Street,Huntersville,28078,Mecklenburg,LCID,LF,InactiveClosed,-,35.416713,-80.838217,Closed
-8983541.6837,4187124.1008,410,P0323,60AK-LCID-,O. Kenneth Ivy,10399 Idlewild Road,Matthews,28105,Mecklenburg,LCID,LF,InactiveClosed,-,35.170856,-80.700528,Closed
