X,Y,ObjectId,Locationid,Permitid,Site_Name,Address1,City,Zip,County,Primarywaste_Type,Primaryoperation_Type,Permitstatus,Permitexpdate,Latitude,Longitude,Status
-8582001.0371,4282148.1215,549,P0097,5901-MSWLF-1985,Martin County Landfill,Corey Divine Road (S.R. 1440),Williamston,27892,Martin,MSW,LF,Post-Closure,-,35.865631,-77.093427,Closed
-8550065.0337,4280849.827,550,P0098,5902-INDUS-1981,Weyerhaeuser,Pulp Mill Road (S.R. 1565),Plymouth,27846,Martin,Indus,LF,InactiveClosed,-,35.856179,-76.806541,Closed
-8982329.1918,4193715.3148,551,P0099,6001-MSWLF-1985,Harrisburg Road Landfill,Harrisburg Road (S.R. 2805),Charlotte,28215,Mecklenburg,MSW,LF,Post-Closure,-,35.219242,-80.689636,Closed
-9010856.2585,4220364.8861,552,P0100,6004-INDUS-1981,Duke Energy Carolinas  - McGuire ,12700 Hagers Ferry Road,Huntersville,28078,Mecklenburg,Indus,LF,Active,7/30/2052,35.414582,-80.945899,Open
-8901432.4273,4208734.6513,553,P0101,6201-MSWLF-1980,Montgomery County Landfill,Landfill Road (S.R. 1137),Troy,27306,Montgomery,MSW,LF,Post-Closure,-,35.329391,-79.962928,Closed
-8848656.1907,4184042.0737,554,P0102,6301-MSWLF-1979,Moore County Landfill,456 Turning Leaf Way,Aberdeen,28315,Moore,MSW,LF,Post-Closure,-,35.148221,-79.488831,Closed
-8682190.1373,4309085.7409,555,P0103,6401-MSWLF-1983,Nash County Landfill,Duke Road (S.R. 1411),Nashville,27856,Nash,MSW,LF,Post-Closure,-,36.061491,-77.993441,Closed
-8682813.4152,4072402.8561,556,P0104,6504-MSWLF-1981,New Hanover County Landfill,3002 US Highway 421 North ,Wilmington,28401,New Hanover,MSW,LF,Active,8/24/2041,34.32409,-77.99904,Open
-8682813.4152,4072402.8561,557,P0104,6504-MSWLF-2017,New Hanover County Landfill,3002 US Highway 421 North ,Wilmington,28401,New Hanover,MSW,LF,Active,1/3/2079,34.32409,-77.99904,Open
-8620946.8289,4357046.8969,558,P0107,6601-MSWLF-1982,Northampton County Landfill,NC Highway 305,Jackson,27845,Northampton,MSW,LF,Post-Closure,-,36.409006,-77.443283,Closed
-8596277.7618,4359492.6615,559,P0108,6603-INDUS-1985,Georgia Pacific,NC Highway 35,Conway,27820,Northampton,Indus,LF,InactiveClosed,-,36.426686,-77.221677,Closed
-8610706.549,4137035.7377,560,P0109,6702-INDUS-,Weyerhaeuser,U.S. Highway 17 N.,Jacksonville,28546,Onslow,Indus,LF,InactiveClosed,-,34.802218,-77.351293,Closed
-8606408.2808,4117084.6094,561,P0110,6703-MSWLF-1982,U.S. Marine Corps - Camp Lejuene,Sneads Ferry Road,Jacksonville,28547,Onslow,MSW,LF,InactiveClosed,-,34.654921,-77.312681,Closed
-8632023.6749,4136676.892,562,P0111,6705-MSWLF-1984,Onslow County Municipal SW Landfill,415 Meadowview Road,Jacksonville,28540,Onslow,MSW,LF,Post-Closure,-,34.799571,-77.542788,Closed
-8802167.3902,4296449.2256,563,P0112,6801-MSWLF-,Orange County Landfill,1514 Eubanks Road,Chapel Hill,27516,Orange,MSW,LF,InactiveClosed,-,35.969673,-79.071215,Open
-8802167.3902,4296449.2256,564,P0112,6801-MSWLF-1982,Orange County Landfill,1514 Eubanks Road,Chapel Hill,27516,Orange,MSW,LF,Post-Closure,2/12/2014,35.969673,-79.071215,Open
-8555012.7398,4189356.8766,565,P0114,6902-MSWLF-1982,Pamlico County Landfill,NC Hwy 306,Bayboro,28529,Pamlico,MSW,LF,Post-Closure,-,35.18725,-76.850987,Closed
-8489865.0116,4333730.3711,566,P0115,7002-MSWLF-1983,Pasquotank County Landfill,Simpson Ditch Road (S.R. 1144),Elizabeth City,27909,Pasquotank,MSW,LF,Post-Closure,-,36.240253,-76.265755,Closed
-8634456.3397,4088036.8671,567,P0116,7101-MSWLF-1982,Pender County Landfill,NC Hwy 210-50,Burgaw,28443,Pender,MSW,LF,Post-Closure,-,34.439996,-77.564641,Closed
-8681558.3992,4102525.4789,568,P0117,7102-MSWLF-1984,Pender County Landfill (Surf City Convenience Center),New Savannah Road (S.R. 1340),Topsail,28425,Pender,MSW,LF,Post-Closure,-,34.547267,-77.987766,Closed
-8521344.6051,4343126.4591,569,P0118,7201-MSWLF-1979,Perquimans-Chowan County Landfill,759 Perry's Bridge Road,Belvidere,27919,Perquimans,MSW,LF,Post-Closure Complete,-,36.308301,-76.548541,Closed
-8779609.2746,4159038.4571,570,P0573,26K-LCID-,Doc Bennett LCID Landfill,Doc Bennett Road (adjacent to 1561 Sandy Run Rd),Fayetteville,28306,Cumberland,LCID,LF,Active,4/20/2020,34.964357,-78.868572,Open
-8779519.1058,4303737.7367,571,P0575,32H-LCID-,Midland Terrace LCID Landfill,Midland Terrace,Durham,27704,Durham,LCID,LF,InactiveClosed,-,36.022645,-78.867762,Closed
-8608915.1957,4132761.1114,572,P0576,67C-LCID-,Eastern Excavating Landfill,143 Penguin Lane,Jacksonville,28546,Onslow,LCID,LF,Active,7/7/2020,34.770681,-77.335201,Open
-8631855.1371,4128528.6226,573,P0577,67D-LCID-,Haugen Landfill,3062 Burgaw Hwy,Jacksonville,28574,Onslow,LCID,LF,Active,10/5/2020,34.739443,-77.541274,Closed
-8889719.8358,4301393.7397,574,P0579,41N-CDLF-,Wiley David Landfill,Wiley Davis Road,Greensboro,27407,Guilford,CD,LF,InactiveClosed,-,36.005613,-79.857712,Closed
-8619059.7409,4257134.4144,575,P0584,74D-LCID-,E.R. Lewis,3034 NC Highway 33 West,Greenville,27833,Pitt,LCID,LF,Active,3/5/2023,35.683325,-77.426331,Open
-8912726.0123,4311352.4796,576,P0587,34X-DEMO-,Glenn Hart,1720 Hwy 66 South,Kernersville,27284,Forsyth,CD,LF,InactiveClosed,-,36.07795,-80.06438,Closed
-8440013.3606,4278009.1458,577,P0588,2803-CDLF-1995,Dare County C&D Landfill,1531 Link Road,Manns Harbor,27953,Dare,CD,LF,Active,11/15/2055,35.835494,-75.81793,Open
-8581909.8665,4281844.0001,578,P0592,5901-CDLF-1995,Martin County C&D Landfill,1445 Landfill Road,Williamston,27892,Martin,CD,LF,Active,1/11/2055,35.863417,-77.092608,Open
-8980068.8496,4211347.2486,579,P0593,1301-CDLF-1995,BFI - Charlotte Motor Speedway,5105 Morehead Road,Concord,28027,Cabarrus,CD,LF,Post-Closure,-,35.348536,-80.669331,Closed
-9148382.2498,4291398.2134,580,P0594,10002-CDLF-1997,Yancey-Mitchell C&D Landfill,555 Landfill Road,Burnsville,28714,Yancey,CD,LF,Post-Closure,5/29/2009,35.932942,-82.181316,Open
-8687434.6212,4289354.6033,581,P0607,64B-LCID-,Peggy Green LCID Landfill,Sir Gus Road (S.R. 1920),Spring Hope,27882,Nash,LCID,LF,InactiveClosed,-,35.918076,-78.040553,Closed
-8963389.8502,4284026.0601,582,P0608,3003-CDLF-1995,Davie County C&D Landfill,137 Greene Street,Mocksville,27028,Davie,CD,LF,InactiveClosed,-,35.879301,-80.519501,Closed
-8692995.3637,4260522.4094,583,P0613,9802TP-CDLF-,Phoenix Recycling Site #2 (stockpiled 1999),7346 Rock Ridge School Road,Kenly,27542,Wilson,CD,LF,InactiveClosed,-,35.708042,-78.090506,Closed
-8671263.0161,4072269.5476,584,P0614,6503-MSWLF-1980,Blue Clay Road Landfill,4129 Blue Clay Road,Wilmington,28429,New Hanover,MSW,LF,InactiveClosed,-,34.323101,-77.895281,Closed
-8996218.8586,4218757.32,585,P0665,6002-MSWLF-1973,Holbrooks Road Sanitary Landfill,15401 Holbrooks Road,Huntersville,28078,Mecklenburg,MSW,LF,Post-Closure,-,35.402812,-80.814409,Closed
-9006963.3046,4187089.5109,586,P0666,6003-MSWLF-1980,York Road Sanitary Landfill,1536 W. Tyvola Road,Charlotte,28217,Mecklenburg,MSW,LF,Post-Closure,-,35.170602,-80.910928,Closed
-9016561.8277,4204485.8115,587,P0668,6005-INDUS-,Sodyeco Chemical Landfill,11701 Mount Holly Road,Charlotte,28214,Mecklenburg,Indus,LF,InactiveClosed,-,35.298246,-80.997153,Closed
-8534067.8663,4289976.7461,588,P0675,9404-CDLF-1996,Washington County C&D Landfill,718 Landfill Road,Roper,27970,Washington,CD,LF,Active,1/30/2056,35.922602,-76.662836,Open
-8888644.9348,4351768.1284,589,P0681,7904-MSWLF-1995,Rockingham County Landfill,281 Shuff Road,Madison,27025,Rockingham,MSW,LF,Active,5/2/2055,36.370833,-79.848056,Open
-8765262.3073,4296263.2656,590,P0695,32I-LCID-,Currin Landfill #2,1810 Coley Road,Durham,27703,Durham,LCID,LF,Active,10/21/2020,35.968321,-78.739691,Open
-8961072.2898,4171855.3919,591,P0699,9003-CDLF-1995,Griffin Farm CDLF,4242 Morgan Mill Road,Monroe,28110,Union,CD,LF,Post-Closure,-,35.058658,-80.498682,Closed
-8900866.3677,4210416.9047,592,P0700,6204-MSWLF-1995,Uwharrie Env. Reg. Landfill,500 Landfill Road,Mount Gilead,27371,Montgomery,MSW,LF,Active,12/11/2055,35.341719,-79.957843,Open
-9199058.7782,4262984.7346,593,P0701,1107-MSWLF-1996,Buncombe County MSW Landfill,85 Panther Branch Road,Alexander,28701,Buncombe,MSW,LF,Active,11/15/2056,35.726001,-82.636551,Open
-8607444.6652,4121602.4894,594,P0702,6708-MSWLF-1997,Camp Lejeune MSW Landfill,"Bldg. 982, Piney Green Road",Camp Lejeune,28542,Onslow,MSW,LF,Active,12/30/2057,34.688299,-77.321991,Open
-8974259.0853,4194768.671,595,P0705,60AV-INDUS-,Vulcan Materials,14129 Albemarle Road,Mint Hill,28227,Mecklenburg,Indus,LF,InactiveClosed,-,35.226972,-80.617141,Closed
-9012372.3186,4194486.7214,596,P0706,60AU-LCID-,Charlotte Douglas Internat'l Airport,7200 Old Dowd Road,Charlotte,28214,Mecklenburg,LCID,LF,InactiveClosed,-,35.224903,-80.959518,Closed
-9002750.1958,4171794.3309,597,P0707,60AW-DEMO-,The Park Ministries Inc.,13733 Lancaster Highway,Pineville,28134,Mecklenburg,CD,LF,InactiveClosed,-,35.058209,-80.873081,Closed
-8936476.6936,4300515.9721,598,P0708,3412-CDLF-1995,"Winston-Salem, City of Old Salisbury Road CDLF",3336 Old Salisbury Road,Winston-Salem,27127,Forsyth,CD,LF,Active,7/3/2056,35.999234,-80.277736,Open
-8733248.7142,4160866.9714,599,P0714,8202-CDLF-1996,Sampson County C&D Landfill (Site B),7434 Roseboro Highway,Roseboro,28382,Sampson,CD,LF,Active,6/1/2026,34.977817,-78.452108,Open
-9207992.1674,4274358.2039,600,P0715,5803-CDLF-1995,Madison County Solid Waste C&D Unit,271 Craig Rudisill Road,Marshall,28753,Madison,CD,LF,Active,6/15/2021,35.808901,-82.716801,Open
-9056253.5713,4221977.605,601,P0716,5503-CDLF-1999,Lincoln County C&D Unit,5291 Crouse Road,Crouse,28033,Lincoln,CD,LF,Active,8/28/2052,35.426388,-81.35371,Open
-8692666.4146,4023166.7981,602,P0720,1002-MSWLF-,Southport Landfill,3905 St. James Drive S.E.,Southport,28461,Brunswick,MSW,LF,InactiveClosed,-,33.958022,-78.087551,Closed
-8713143.7463,4024352.8672,603,P0721,1003-MSWLF-1979,Cedar Grove Landfill,780 Standen Lane S.W.,Holden Beach,28462,Brunswick,MSW,LF,InactiveClosed,-,33.966859,-78.271502,Closed
-8732610.0743,4018239.9645,604,P0722,1004-MSWLF-,Ocean Isle Landfill,605-49 Yarbrough Street S.W.,Ocean Isle,28469,Brunswick,MSW,LF,InactiveClosed,-,33.921304,-78.446371,Closed
-8689005.4505,4060164.1608,605,P0723,1005-MSWLF-,Leland Landfill,1100 Lanvale Rd. N.E.,Leland,28451,Brunswick,MSW,LF,InactiveClosed,-,34.233244,-78.054664,Closed
-8591976.822,4248604.1723,606,P0735,74E-LCID-,Whitehurst LCID Landfill,U.S. Hwy 264 E. & S.R. 1550,Greenville,27834,Pitt,LCID,LF,InactiveClosed,-,35.621059,-77.183041,Closed
-9124929.6822,4295221.4256,607,P0737,0603-CDLF-1996,Avery County C&D Landfill,2175 Brushy Creek Road,Spruce Pine,28777,Avery,CD,LF,Active,10/26/2055,35.960746,-81.970638,Open
-8633434.6494,4126580.7902,608,P0739,6704-MSWLF-1982,Onslow County Landfill,415 Meadowview Road,Jacksonville,28540,Onslow,MSW,LF,InactiveClosed,-,34.725063,-77.555463,Closed
-8611346.4134,4135344.9118,609,P0740,6701-MSWLF-,Pumpkin Center Landfill,Clayton Humphrey Road (S.R. 1408),Jacksonville,28546,Onslow,MSW,LF,InactiveClosed,-,34.789745,-77.357041,Closed
-8658390.9208,4087301.5271,610,P0743,71A-LCID-,Running Deer LCID Landfill,7214 NC Highway 210,Rocky Point,28457,Pender,LCID,LF,Active,7/15/2020,34.434548,-77.779649,Open
-8818532.0233,4164878.8014,611,P0744,47A-LCID-1996,Hoke County LCID Landfill,700 C.C. Steel Road,Raeford,28376,Hoke,LCID,LF,Active,7/11/2023,35.007341,-79.218221,Closed
-8887921.8033,4299418.8282,612,P0745,41O-LCID-,Doggett Construction Co.,2075 Bishop Road,Greensboro,27406,Guilford,LCID,LF,Active,10/8/2020,35.99126,-79.84156,Open
-8864661.7071,4374111.7718,613,P0747,79J-LCID-,"Sam W. Smith Jr., Inc. Landfill",Hwy. 135 West,Eden,27288,Rockingham,LCID,LF,InactiveClosed,-,36.532281,-79.632611,Open
-8782177.5266,4159804.875,614,P0748,26L-LCID-,Snow Hill LCID Landfill,Claude Lee Road,Fayetteville,28306,Cumberland,LCID,LF,Active,6/30/2015,34.969999,-78.891643,Open
-8980800.4412,4211738.2703,615,P0749,13D-LCID-1997,Charlotte Motor Speedway IV LCID,Morehead Road,Concord,28075,Cabarrus,LCID,LF,InactiveClosed,-,35.351401,-80.675903,Closed
-8793951.0099,4203858.5488,616,P0753,4303-CDLF-1997,Harnett Co. Anderson Creek C&D Landfill,1086 Poplar Drive,Lillington,27546,Harnett,CD,LF,Active,4/17/2057,35.293647,-78.997406,Open
-8775321.6931,4345768.7203,617,P0759,7304-MSWLF-1997,Upper Piedmont Regional Landfill,9650 Oxford Road,Rougemont,27572,Person,MSW,LF,Active,6/24/2057,36.327426,-78.830056,Open
-9340603.7372,4188509.8288,618,P0772,2002-MSWLF-1998,Cherokee County MSW Facility,10160 U.S. Highway 19,Marble,28905,Cherokee,MSW,LF,Active,1/9/2058,35.181031,-83.908071,Open
-8632207.686,4137096.4728,619,P0773,6709-MSWLF-1997,Onslow County Subtitle-D Landfill,415 Meadowview Road,Jacksonville,28540,Onslow,MSW,LF,Active,12/31/2057,34.802666,-77.544441,Open
-9213567.6041,4181122.8701,620,P0778,8808-LCID-,East Fork Growers,7800 East Fork Road,Brevard,28712,Transylvania,LCID,LF,InactiveClosed,-,35.126776,-82.766886,Closed
-8690867.1577,4203323.2419,621,P0785,9606-MSWLF-1998,Wayne County Landfill,460B South Landfill Road,Dudley,28333,Wayne,MSW,LF,Active,5/17/2059,35.289722,-78.071388,Open
-8802382.9047,4183583.281,622,P0789,2608-CDLF-1998,Fort Bragg C&D Landfill,"Bldg. O-3454, Lamont Road",Fort Bragg,28310,Cumberland,CD,LF,InactivePermitted,7/13/2012,35.144851,-79.073151,Open
-8779330.1967,4172793.9231,623,P0790,2601-CDLF-1997,Cumberland County C&D Unit,698 Ann Street,Fayetteville,28301,Cumberland,CD,LF*,Active,12/29/2057,35.065559,-78.866065,Open
-8922244.7193,4204660.1257,624,P0792,8401-CDLF-1997,"Albemarle, City of CDLF",40592B Stony Gap Road,Albemarle,28001,Stanly,CD,LF*,Active,8/8/2021,35.299524,-80.149888,Open
-8711683.1232,4034718.534,625,P0794,1007-CDLF-1997,Brunswick County CDLF,172 Landfill Road NE,Bolivia,28422,Brunswick,CD,LF*,Active,12/31/2057,34.044051,-78.258381,Open
-9089075.1213,4270710.2681,626,P0795,1203-CDLF-1998,Burke County CDLF,2500 Marsh Trail,Morganton,28655,Burke,CD,LF*,Post-Closure,11/10/2015,35.782321,-81.648551,Open
-9089075.1213,4270710.2681,627,P0795,1203-CDLF-2014,Burke County CDLF,2500 Marsh Trail,Morganton,28655,Burke,CD,LF,Active,1/7/2058,35.782321,-81.648551,Open
-8963712.0089,4228068.7554,628,P0796,1302-CDLF-1998,Cabarrus County CDLF,4441 Irish Potato Road,Concord,28025,Cabarrus,CD,LF*,Post-Closure,-,35.470963,-80.522395,Open
-8963712.0089,4228068.7554,629,P0796,1302-CDLF-2006,Cabarrus County CDLF,4441 Irish Potato Road,Concord,28025,Cabarrus,CD,LF,Active,11/30/2066,35.470963,-80.522395,Open
-9070778.6498,4208633.6806,630,P0797,2301-CDLF-1997,Cleveland County CDLF,1608 Airport Road,Shelby,28150,Cleveland,CD,LF*,Active,12/1/2057,35.328651,-81.484191,Open
-8633606.7493,4276282.0276,631,P0798,3301-CDLF-1997,Edgecombe County CDLF,1601 Colonial Road,Tarboro,27886,Edgecombe,CD,LF*,Active,12/30/2057,35.822915,-77.557009,Open
-8752344.237,4351764.3956,632,P0799,3901-CDLF-1997,Granville County CDLF,6584 Landfill Road,Oxford,27565,Granville,CD,LF*,Post-Closure,-,36.370806,-78.623646,Open
-8648830.4689,4235594.1929,633,P0800,4002-CDLF-1997,Greene County Landfill,105 Landfill Road,Walstonburg,27888,Greene,CD,LF*,Active,12/30/2057,35.526,-77.693766,Open
-8874110.0602,4315836.26,634,P0801,4103-CDLF-1998,"Greensboro, City of White Street",2503 White Street,Greensboro,27405,Guilford,CD,LF*,Active,1/7/2058,36.110497,-79.717487,Open
-8662026.1701,4352251.0516,635,P0802,4204-CDLF-1998,Halifax County Landfill,921 Liles Road,Littleton,27850,Halifax,CD,LF*,Post-Closure,-,36.374326,-77.812305,Open
-8662026.1701,4352251.0516,636,P0802,4204-CDLF-2013,Halifax County Landfill,921 Liles Road,Littleton,27850,Halifax,CD,LF,Active,10/14/2079,36.374326,-77.812305,Open
-8755005.8861,4213612.501,637,P0803,4302-CDLF-1998,Harnett County CDLF,449 Daniels Road,Dunn,28334,Harnett,CD,LF*,InactivePermitted,3/2/2058,35.365132,-78.647556,Open
-8755005.8861,4213612.501,638,P0803,4302-CDLF-2018,Dunn-Erwin Area 2 C&D Landfill,449 Daniels Road,Dunn,28334,Harnett,CD,LF*,Active,7/23/2079,35.365132,-78.647556,Open
-9268612.3093,4214546.1181,639,P0804,5002-CDLF-1998,Jackson County Landfill  CDLF,U.S. Hwy 441,Dillsboro,28779,Jackson,CD,LF,InactiveClosed,-,35.371971,-83.261361,Closed
-8650777.3355,4204293.4963,640,P0805,5403-CDLF-1997,Lenoir County CDLF,2949 Hodges Farm Road,LaGrange,28551,Lenoir,CD,LF*,Active,4/2/2017,35.296836,-77.711255,Open
-8784029.6603,4135680.5352,641,P0806,7803-CDLF-1997,Robeson County Solid Waste CDLF,246 Landfill Road,Saint Pauls,28384,Robeson,CD,LF*,Active,5/28/2020,34.792221,-78.908281,Open
-8836800.6649,4126473.5203,642,P0807,8301-CDLF-1997,Scotland County CDLF,10701 Patterson Road,Laurinburg,28352,Scotland,CD,LF*,Active,12/31/2057,34.724271,-79.382331,Open
-8729806.159,4351393.6117,643,P0808,9101-CDLF-1998,Vance County CDLF,NC Hwy 39,Henderson,27537,Vance,CD,LF,InactiveClosed,-,36.368124,-78.421183,Closed
-8777603.6314,4256983.249,644,P0809,9203-CDLF-1997,Wake County CDLF,6000 Old Smithfield Road,Feltonsville,27539,Wake,CD,LF,Post-Closure,-,35.682222,-78.850555,Closed
-8690886.416,4203323.1055,645,P0810,9601-CDLF-1997,Wayne County CDLF,460-B South Landfill Road,Dudley,28333,Wayne,CD,LF*,Active,4/30/2041,35.289721,-78.071561,Open
-8666091.4465,4261635.2475,646,P0811,9801-CDLF-1997,Wilson County CDLF,Landfill Road (S.R. 1503),Wilson,27893,Wilson,CD,LF,InactiveClosed,-,35.716159,-77.848824,Open
-8963138.7135,4228559.4738,647,P0813,1302-LCID-1994,Cabarrus County Landfill LCID,Irish Potato Road (S.R. 2411),Concord,28025,Cabarrus,LCID,LF,InactiveClosed,-,35.474553,-80.517245,Closed
-9033592.2626,4278225.5526,648,P0816,0201-CDLF-1997,Alexander County CDLF,2500 Paynes Dairy Road,Taylorsville,28681,Alexander,CD,LF,Active,12/31/2057,35.83707,-81.15014,Open
-8730872.377,4233853.2454,649,P0818,5103-MSWLF-1997,Johnston County Landfill,680 County Home Road,Smithfield,27577,Johnston,MSW,LF,Active,-,35.513271,-78.430761,Open
-9051294.3993,4246158.2251,650,P0819,1803-MSWLF-1997,Blackburn Resource Recovery Landfill Facility,4017 Rocky Ford Road,Newton,28658,Catawba,MSW,LF,Active,7/2/2057,35.603196,-81.309161,Open
-8922466.913,4205361.2293,651,P0820,8401-MSWLF-1999,"Albemarle, City of Landfill",40592B Stony Gap Road,Albemarle,28001,Stanly,MSW,LF,Active,8/8/2021,35.304664,-80.151884,Open
-8875609.0884,4315534.638,652,P0823,4112-MSWLF-1997,"Greensboro, City of White Street Landfill",2503 White Street,Greensboro,27405,Guilford,MSW,LF,Active,4/14/2020,36.108308,-79.730953,Open
-9198936.3268,4262740.6573,653,P0825,1107-CDLF-1998,Buncombe County C&D Unit,85 Panther Branch Road,Alexander,28701,Buncombe,CD,LF,Active,11/15/2056,35.724221,-82.635451,Open
-8901149.4532,4310791.776,654,P0829,4113-TIRELF-,"Tires, Inc. - Guilford County",228 Hwy 68 S.,Greensboro,27409,Guilford,Tire,LF,InactiveClosed,-,36.073879,-79.960386,Closed
-8661828.244,4352312.7147,655,P0830,4204-INDUS-1994,Halifax County Coal Ash Landfill,921 Liles Road,Littleton,27850,Halifax,Indus,LF,Post-Closure,-,36.374772,-77.810527,Open
-8687692.2145,4072886.7697,656,P0848,1006-INDUS-1984,Dupont - Cape Fear Plant,3500 Daniels Road N.E.,Leland,28451,Brunswick,Indus,LF,Post-Closure,-,34.32768,-78.042867,Closed
-9036440.2605,4216185.2928,657,P0852,3606-MSWLF-1997,Gaston County Landfill,3155 Philadelphia Church Road,Dallas,28034,Gaston,MSW,LF,Active,12/23/2057,35.383977,-81.175724,Open
-8917215.416,4319769.1388,658,P0853,3413TEMP-INDUS-1971,Atlantic Scrap and Processing,1426 West Mountain Street,Kernersville,27284,Forsyth,Indus,LF,InactiveClosed,-,36.139034,-80.104709,Open
-8784029.6603,4135680.5352,659,P0854,7803-MSWLF-1997,Robeson County Landfill,246 Landfill Road,Saint Pauls,28384,Robeson,MSW,LF,Active,12/29/2057,34.792221,-78.908281,Open
-9011814.3853,4190321.5467,660,P0860,6018TP-CDLF-,Phoenix Recycling of Charlotte-Mecklbrg. (stockpiled 1999),5631 West Blvd.,Charlotte,28208,Mecklenburg,CD,LF,InactiveClosed,-,35.194332,-80.954506,Closed
-9018449.5836,4223642.6171,661,P0865,5504-CDLF-1999,Lake Norman Landfill,7099 Quarry Lane,Stanley,28164,Lincoln,CD,LF,Active,3/25/2059,35.438575,-81.014111,Open
-9083513.5996,4289069.3863,662,P0869,1403-MSWLF-1998,Foothills Environmental Landfill,2800 Cheraw Road,Lenoir,28645,Caldwell,MSW,LF,Active,8/26/2058,35.916001,-81.598591,Open
-8853272.9439,4293852.4004,663,P0879,0105-CDLF-1998,Cobles C&D Landfill,5833 Foster Store Road,Liberty,27298,Alamance,CD,LF,Active,9/2/2069,35.950791,-79.530304,Open
-8870006.0445,4314084.1038,664,P0905,41P-LCID-,Fryar Grading and Hauling LCID Landfill,5230 McLeansville Road,Mcleansville,27301,Guilford,LCID,LF,Active,4/19/2021,36.09778,-79.68062,Open
-8614358.2735,4139172.1047,665,P0909,67E-LCID-,"Durwood Humphrey & Sons Construction Co., Inc.",1147 Clayton Humphrey Road,Jacksonville,28546,Onslow,LCID,LF,Active,-,34.817975,-77.384097,Open
-8682438.6024,4308912.9213,666,P0910,6401-CDLF-1999,Nash County CDLF,Duke Road (S.R. 1411),Nashville,27856,Nash,CD,LF,InactiveClosed,-,36.060236,-77.995673,Closed
-8968916.9743,4360783.4142,667,P0913,8606-MSWLF-1998,Surry County MSWLF,237 Landfill Road,Mount Airy,27030,Surry,MSW,LF,Active,12/1/2058,36.436015,-80.569152,Open
-8778157.5572,4293852.4004,668,P0916,32J-LCID-1999,Waste Industries - Stone Park Court LCID LF,148 Stone Park Court,Durham,27703,Durham,LCID,LF,Active,1/16/2024,35.950791,-78.855531,Open
-8730722.0957,4234160.9582,669,P0921,5101-CDLF-1998,Johnston County Landfill,680 County Home Road,Smithfield,27577,Johnston,CD,LF,Post-Closure,-,35.515521,-78.429411,Open
-9069799.0383,4208880.6511,670,P0922,2301-MSWLF-1998,Cleveland County Landfill (Closed),1609 Airport Road,Shelby,28150,Cleveland,MSW,LF,Post-Closure,5/15/2014,35.330461,-81.475391,Open
-8683534.8768,4308767.6449,671,P0928,6403-CDLF-2000,Nash County C&D Landfill,3057 Duke Road,Nashville,27856,Nash,CD,LF,Active,1/27/2060,36.059181,-78.005521,Open
-8957083.6011,4168739.2646,672,P0929,9001-CDLF-1998,Union County C&D,2125 Austin Chaney Road,Wingate,28174,Union,CD,LF*,Active,5/13/2019,35.035741,-80.462851,Open
-8747439.055,4287954.0189,673,P0931,9209-MSWLF-1996,Wake County Landfill - North,9016 Depoines Drive,Raleigh,27614,Wake,MSW,LF,Post-Closure,-,35.907886,-78.579582,Open
-9057969.6726,4372598.6116,674,P0932,0501-MSWLF-1993,Ashe County Landfill,739 Fred Pugh Road,Crumpler,28617,Ashe,MSW,LF,Active,10/12/2020,36.521358,-81.369126,Open
-8779710.5754,4172567.613,675,P0933,2601-MSWLF-1997,Cumberland County Landfill,698 Ann Street,Fayetteville,28301,Cumberland,MSW,LF,Active,12/17/2057,35.063895,-78.869482,Open
-8976640.5432,4203883.0985,676,P0934,13E-LCID-,Tarheel Bark - A Division of The Garrick Corp.,8829 Rocky River Road,Harrisburg,28075,Cabarrus,LCID,LF,InactiveClosed,-,35.293827,-80.638534,Closed
-8969265.4043,4152572.327,677,P0935,90A-LCID-,A.C. Stump Dump,3109 Plyler Mill Road,Monroe,28112,Union,LCID,LF,InactiveClosed,-,34.916741,-80.572282,Open
-8843164.2436,4203372.7481,678,P0936,63C-LCID-,Stump Hole LCID LF,121 Holly Ridge Road,Carthage,28327,Moore,LCID,LF,InactivePermitted,9/16/2018,35.290085,-79.439496,Open
-8882272.7845,4262007.0871,679,P0938,76C-LCID-1999,Gold Hill Road C&D Landfill,385 Gold Hill Road,Asheboro,27203,Randolph,LCID,LF,InactiveClosed,10/27/2014,35.718871,-79.790814,Open
-8968985.7697,4360861.5921,680,P0940,8602-CDLF-2001,Surry County - Mt. Airy C&D Landfill,237 Landfill Road,Mount Airy,28621,Surry,CD,LF*,Post-Closure,-,36.43658,-80.56977,Open
